name,id,tier,type,description,is_magic,bought,zh,learned_by,monsters_use,buffed_by,mana_cost,gives,pets_use,causes,m1,M2.max,M2.min,turns,ward,hp,strikes,crit,element,cures,cost
Dungeon Crawler,417,9,Passive,Your stats increase as you defeat monsters in dungeons.,,,地城行者,"[{""id"":66,""name"":""Nyx"",""level"":1,""specialization"":false}]",,,,,,,,,,,,,,,,,
Saboteur,418,9,Passive,Your attacks deal extra damage to opponent Ward and may decrease their defenses.,,,破壞王,"[{""id"":66,""name"":""Nyx"",""level"":1,""specialization"":false}]",,,,,,"[""T. Def ↓"",""T. Def ↓↓""]",,,,,,,,,,,
Beaststrike,419,9,Attack,Attack with the might of beasts. Total damage is determined by both your attack and magic stats.,,,獸之猛擊,"[{""id"":67,""name"":""Bahamut"",""level"":200,""specialization"":false}]","[424,425]",,50,,"[109,71]","[""Blight""]",1.3,1,1,1,,,1,0.05,Dragon,,
Lusus Naturae,420,9,Magic,Deal magic damage with the might of beasts and acquire Ward for 1 turn. Total damage is determined by both your attack and magic stats.,1,,災禍之力,"[{""id"":67,""name"":""Bahamut"",""level"":200,""specialization"":false}]","[424,493,345,426]",,90,,"[107,71]",,1.75,1,1,1,1,,1,0,Dragon,,
Beaststrike II,421,9,Attack,Attack with the might of beasts and acquire Ward for 1 turn. Total damage is determined by both your attack and magic stats.,,,獸之猛擊 II,"[{""id"":67,""name"":""Bahamut"",""level"":210,""specialization"":false}]",,,90,,[71],"[""Blight""]",1.75,1,1,1,1,,1,0.05,Dragon,,
Lusus Naturae II,422,9,Magic,Deal magic damage with the might of beasts and acquire Ward for 1 turn. Total damage is determined by both your attack and magic stats.,1,,災禍之力 II,"[{""id"":67,""name"":""Bahamut"",""level"":215,""specialization"":false}]","[345,427,423,403,433,358]",,120,,[71],,2,1,1,1,1,,1,0,Dragon,,
Beaststrike III,423,9,Attack,"Attack with the might of beasts, with a greater chance of dealing critical damage. Total damage is determined by both your attack and magic stats.",,,獸之猛擊 III,"[{""id"":67,""name"":""Bahamut"",""level"":220,""specialization"":false}]","[492,421,426,423,469,437,433,358]",,120,,"[71,112]","[""Blight""]",2,1,1,1,,,1,0.15,Dragon,,
Hybrid Monster,424,9,Passive,"You are one with great dragons. Your attack stat slightly increases your magic, while magic increases attack.",,,混血魔物,"[{""id"":67,""name"":""Bahamut"",""level"":1,""specialization"":false}]",,,,,,,,,,,,,,,,,
Emberseal,425,9,Magic,Deals massive fire damage and absorbs a small amount of HP from damage dealt. Grants Ward for one turn.,1,,敗者成塵,"[{""id"":68,""name"":""Grand Ifrit"",""level"":200,""specialization"":false}]",,,120,,,"[""Burning""]",2,1,1,1,1,1,1,0,Fire,,
Emberstrike,426,9,Attack,Deals massive fire damage and absorbs a small amount of HP from damage dealt. Grants Ward for one turn.,,,灰燼之擊,"[{""id"":68,""name"":""Grand Ifrit"",""level"":200,""specialization"":false}]",,,120,,,"[""Burning""]",2,1,1,1,1,1,1,0,Fire,,
Inferno III,427,9,Magic,"Unstable magic that can deal massive fire damage, but may damage or burn its caster.",1,,煉獄術 III,"[{""id"":68,""name"":""Grand Ifrit"",""level"":210,""specialization"":false}]",,,300,,,,1,9,11,3,,-10,1,0,Fire,,
Emberseal II,428,9,Magic,Deals massive fire damage and absorbs a small amount of HP from damage dealt. Grants Ward for 2 turns.,1,,敗者成塵 II,"[{""id"":68,""name"":""Grand Ifrit"",""level"":220,""specialization"":false}]",[461],,180,,"[113,108]","[""Burning""]",2.2,1,1,1,2,1,1,0,Fire,,
Emberstrike II,429,9,Attack,Deals massive fire damage and absorbs a small amount of HP from damage dealt. Grants Ward for 2 turns.,,,灰燼之擊 II,"[{""id"":68,""name"":""Grand Ifrit"",""level"":220,""specialization"":false}]","[427,403]",,180,,"[112,108]","[""Burning""]",2.2,1,1,1,2,1,1,0,Fire,,
Deific Channel,430,9,Buff,"Channel the true power of Gods, temporarily greatly increasing all stats and generated Ward for 2 turns. Requires 3 turns in battle.",,,引入神力,"[{""id"":68,""name"":""Grand Ifrit"",""level"":225,""specialization"":false},{""id"":76,""name"":""Great Leviathan"",""level"":225,""specialization"":false},{""id"":71,""name"":""High Taranis"",""level"":225,""specialization"":false},{""id"":69,""name"":""Noble Gaia"",""level"":225,""specialization"":false}]","[427,422,403]",,320,"[""T. All ↑↑↑""]","[107,108]",,,,,,,,,,,,
Terraseal,431,9,Magic,Deals massive earthen damage and absorbs a small amount of HP from damage dealt. Grants Ward for one turn.,1,,自然之印,"[{""id"":69,""name"":""Noble Gaia"",""level"":200,""specialization"":false}]",,,120,,,"[""Rot""]",2,1,1,1,1,1,1,0,Earthen,,
Terrastrike,432,9,Attack,Deals massive earthen damage and absorbs a small amount of HP from damage dealt. Grants Ward for one turn.,,,自然之擊,"[{""id"":69,""name"":""Noble Gaia"",""level"":200,""specialization"":false}]",,,120,,,"[""Rot""]",2,1,1,1,1,1,1,0,Earthen,,
Cataclysm III,433,9,Multi-round Magic,"Unstable magic that can deal massive earthen damage, but may damage or cause its caster to rot. Requires 3 turns in battle.",1,,災變術 III,"[{""id"":69,""name"":""Noble Gaia"",""level"":210,""specialization"":false}]",,,300,,,,1,9,11,3,,-10,1,0,Earthen,,
Terraseal II,434,9,Magic,Deals massive earthen damage and absorbs a small amount of HP from damage dealt. Grants Ward for 2 turns.,1,,自然之印 II,"[{""id"":69,""name"":""Noble Gaia"",""level"":220,""specialization"":false}]",,,180,,[113],"[""Rot""]",2.2,1,1,1,2,1,1,0,Earthen,,
Terrastrike II,435,9,Attack,Deals massive earthen damage and absorbs a small amount of HP from damage dealt. Grants Ward for 2 turns.,,,自然之擊 II,"[{""id"":69,""name"":""Noble Gaia"",""level"":220,""specialization"":false}]",[450],,180,,[112],"[""Rot""]",2.2,1,1,1,2,1,1,0,Earthen,,
Power of the Gods II,436,9,Passive,Your stats greatly increase as you hunt and defeat bosses in the world.,,,眾神之力 II,"[{""id"":68,""name"":""Grand Ifrit"",""level"":1,""specialization"":false},{""id"":76,""name"":""Great Leviathan"",""level"":1,""specialization"":false},{""id"":71,""name"":""High Taranis"",""level"":1,""specialization"":false},{""id"":69,""name"":""Noble Gaia"",""level"":1,""specialization"":false}]",,,,,,,,,,,,,,,,,
Shields Up,437,5,Passive,Ward is automatically activated in battle.,,,舉盾,"[{""id"":70,""name"":""Pikeman"",""level"":1,""specialization"":true},{""id"":73,""name"":""Warden"",""level"":1,""specialization"":true}]",,,,,,,,,,,,,,,,,
Galeseal,438,9,Magic,Deals massive storm damage and absorbs a small amount of HP from damage dealt. Grants Ward for one turn.,1,,風暴之印,"[{""id"":71,""name"":""High Taranis"",""level"":200,""specialization"":false}]",,,120,,,"[""Paralyzed""]",2,1,1,1,1,1,1,0,Lightning,,
Galestrike,439,9,Attack,Deals massive storm damage and absorbs a small amount of HP from damage dealt. Grants Ward for one turn.,,,風暴之擊,"[{""id"":71,""name"":""High Taranis"",""level"":200,""specialization"":false}]",,,120,,,"[""Paralyzed""]",2,1,1,1,1,1,1,0,Lightning,,
Fulmination III,440,9,Magic,"Unstable magic that can deal massive lightning damage, but may damage or paralyze its caster.",1,,雷鳴術 III,"[{""id"":71,""name"":""High Taranis"",""level"":210,""specialization"":false}]",,,300,,,,1,9,11,3,,-10,1,0,Lightning,,
Galeseal II,441,9,Magic,Deals massive storm damage and absorbs a small amount of HP from damage dealt. Grants Ward for 2 turns.,1,,風暴之印 II,"[{""id"":71,""name"":""High Taranis"",""level"":220,""specialization"":false}]",[450],,180,,,"[""Paralyzed""]",2.2,1,1,1,2,1,1,0,Lightning,,
Galestrike II,442,9,Attack,Deals massive storm damage and absorbs a small amount of HP from damage dealt. Grants Ward for 2 turns.,,,風暴之擊 II,"[{""id"":71,""name"":""High Taranis"",""level"":220,""specialization"":false}]","[427,403]",,180,,,"[""Paralyzed""]",2.2,1,1,1,2,1,1,0,Lightning,,
Assassinate,443,9,Passive,Your attacks deal extra damage to an opponent's Ward and have the chance to temporarily destroy enemy defenses or cause them to bleed.,,,暗殺,"[{""id"":72,""name"":""Assassin"",""level"":1,""specialization"":true}]",,,,,,"[""Bleeding"",""T. Def ↓↓↓""]",,,,,,,,,,,
The Warden,444,7,Passive,You have a 25% stat bonus when defending territories.,,,守望者,"[{""id"":73,""name"":""Warden"",""level"":1,""specialization"":true}]",,,,,,,,,,,,,,,,,
Arrowstorm II,445,7,AoE Attack,Bombard your opponent with many arrows.,,,箭雨 II,"[{""id"":74,""name"":""Ranger"",""level"":150,""specialization"":true}]","[409,406,429]",,80,,"[78,91,93,111]",,1,0.35,0.85,1,,,5,0,,,
Full Bend II,446,7,Attack,"Loose an arrow with great might, either missing or dealing triple damage while breaking an opponent's defenses.",,,全力猛擊 II,"[{""id"":74,""name"":""Ranger"",""level"":165,""specialization"":true}]",,,120,,,,3,0,1,1,,,1,0.05,,,
The Merchant,447,5,Passive,"You gather less experience from combat, but may find more gold or items.",,,商人,"[{""id"":75,""name"":""Merchant"",""level"":100,""specialization"":true}]",,,,,,,,,,,,,,,,,
Tidalstrike,448,9,Attack,Deals massive ice damage and absorbs a small amount of HP from damage dealt.  Grants Ward for one turn.,,,海嘯之擊,"[{""id"":76,""name"":""Great Leviathan"",""level"":200,""specialization"":false}]",,,120,,[72],"[""Frozen""]",2,1,1,1,1,1,1,0,Water,,
Tidalstrike II,449,9,Attack,Deals massive ice damage and absorbs a small amount of HP from damage dealt.  Grants Ward for 2 turns.,,,海嘯之擊 II,"[{""id"":76,""name"":""Great Leviathan"",""level"":220,""specialization"":false}]",[368],,180,,,"[""Frozen""]",2.2,1,1,1,2,1,1,0,Water,,
Tidalseal,450,9,Magic,Deals massive ice damage and absorbs a small amount of HP from damage dealt.  Grants Ward for one turn.,1,,終焉海嘯,"[{""id"":76,""name"":""Great Leviathan"",""level"":200,""specialization"":false}]",,,120,,[72],"[""Frozen""]",2,1,1,1,1,1,1,0,Water,,
Tidalseal II,451,9,Magic,Deals massive ice damage and absorbs a small amount of HP from damage dealt.  Grants Ward for 2 turns.,1,,終焉海嘯 II,"[{""id"":76,""name"":""Great Leviathan"",""level"":220,""specialization"":false}]",,,180,,,"[""Frozen""]",2.2,1,1,1,2,1,1,0,Water,,
Glacier III,452,9,Magic,"Unstable magic that can deal massive ice damage, buy may damage or freeze its caster.",1,,冰河術 III,"[{""id"":76,""name"":""Great Leviathan"",""level"":210,""specialization"":false}]",,,300,,,,1,9,11,3,,-10,1,0,Water,,
Valhallan Strength II,453,9,Passive,Your attacks may cause blight and may be critical more often. Your follower is also stronger and may attack more often.,,,瓦爾哈蘭之力 II,"[{""id"":67,""name"":""Bahamut"",""level"":1,""specialization"":false}]",,,,,,"[""Blight""]",,,,,,,,,,,
Steadfast II,454,9,Passive,You are less likely to be afflicted with a status condition.,,,堅定不移 II,"[{""id"":64,""name"":""Titanguard"",""level"":1,""specialization"":false},{""id"":81,""name"":""Deity"",""level"":225,""specialization"":false},{""id"":78,""name"":""Gilgamesh"",""level"":1,""specialization"":false}]","[355,435,320]",,,,,,,,,,,,,,,,
Siphon Ward,455,8,Passive,Mana is regenerated as Ward damage is taken.,,,護盾回收,"[{""id"":47,""name"":""Atlas Vanguard"",""level"":1,""specialization"":false}]",,,,,,,,,,,,,,,,,
Siphon Ward II,456,9,Passive,Mana is regenerated as Ward damage is taken.,,,護盾回收 II,"[{""id"":64,""name"":""Titanguard"",""level"":1,""specialization"":false},{""id"":78,""name"":""Gilgamesh"",""level"":1,""specialization"":false}]",,,,,,,,,,,,,,,,,
Lunge II,457,3,Attack,"Run at your enemy with your weapon extended, dealing extra damage and a 25% critical chance.",,1,突刺 II,,[398],,40,,,,1.3,1,1,1,,,1,0.25,Physical,,6500
Lunge III,458,5,Attack,"Run at your opponent with your weapon extended, dealing extra damage and a 25% critical chance.",,1,突刺 III,,"[301,398,397,364,361]",,100,,,,1.5,1,1,1,,,1,0.25,Physical,,37500
Guts,459,1,Attack,"Attack your opponent with blind courage, either missing or dealing critical damage.",,,放膽一搏,"[{""id"":3,""name"":""Thief"",""level"":3,""specialization"":false}]",,,3,,"[87,89,90]",,1,0,2,1,,,1,1,Physical,,
The Swashbuckler,460,7,Passive,Your attack grows when equipped with less defense.,,,俠客,"[{""id"":42,""name"":""Swashbuckler"",""level"":1,""specialization"":true}]",,,,,,,,,,,,,,,,,
Dispel II,461,10,Healing,Description pending.,1,,痊癒 II,,"[424,362,430,425,426,423,439,358]",,,,,,,,,,,,,,,,
Miasma III,462,10,Debuff,Description pending.,1,,瘴氣 III,,"[424,430,425,426,422,423,358]",,,,,"[""Poisoned"",""Blight"",""Toxic"",""T. Def ↓↓""]",,,,,,,,,,,
Unstable Channel,463,10,Buff,"Yeah we dont know, it buffs t.? ^^^",1,,引入未知力,,"[423,358]",,,,,,,,,,,,,,,,
Curse,464,3,Debuff,Causes curse,1,,詛咒,,"[12,6,92,33,53,80,489,297,110,453,415]",,,,,"[""Cursed""]",,,,,,,,,,,
Great Plague,465,10,Attack,This skill will ruin your day.,,,瘟疫浩劫,,"[424,425,426,423,358]",,,,,"[""Cursed"",""T. Def ↓↓"",""T. Att ↓↓"",""T. Mag ↓↓"",""T. Res ↓↓""]",,,,,,,,,,,
Fey Spark,466,4,Magic,Deals ligthing damage with a chance to deal critical damage.,1,1,變異星火術,,"[386,494]",,60,,"[96,102]",,1,1,1,1,,,1,0.1,Lightning,,20000
Fey Flame,467,4,Magic,Deals fire damage with a chance to deal critical damage.,1,1,變異火焰術,,"[386,494]",,60,,"[94,96,102,95]",,1,1,1,1,,,1,0.1,Fire,,20000
Fey Flame III,468,8,Magic,Deals heavy fire damage with a chance to deal critical damage.,1,,變異火焰術 III,"[{""id"":48,""name"":""Nekromancer"",""level"":185,""specialization"":false}]","[407,360,426]",,100,,[103],,1.3,1,1,1,,,1,0.25,Fire,,
Fey Frost III,469,8,Magic,Deals heavy ice damage with a chance to deal critical damage.,1,,變異冰凍術 III,"[{""id"":48,""name"":""Nekromancer"",""level"":185,""specialization"":false}]","[407,360,426]",,100,,[103],,1.3,1,1,1,,,1,0.25,Water,,
Fey Spark III,470,8,Magic,Deals heavy lightning damage with a chance to deal critical damage.,1,,變異星火術 III,"[{""id"":48,""name"":""Nekromancer"",""level"":185,""specialization"":false}]","[407,360,426]",,100,,[103],,1.3,1,1,1,,,1,0.25,Lightning,,
Fey Tremor III,471,8,Magic,Deals heavy earthen damage with a chance to deal critical damage.,1,,變異地顫術 III,"[{""id"":48,""name"":""Nekromancer"",""level"":185,""specialization"":false}]","[407,360,426]",,100,,[103],,1.3,1,1,1,,,1,0.25,Earthen,,
Fey Flame IV,472,9,Magic,Deals heavy fire damage with a chance to deal critical damage.,1,,變異火焰術 IV,"[{""id"":65,""name"":""Omnimancer"",""level"":220,""specialization"":false}]",[421],,180,,"[81,97]",,1.5,1,1,1,,,1,0.25,Fire,,
Fey Frost IV,473,9,Magic,Deals heavy ice damage with a chance to deal critical damage.,1,,變異冰凍術 IV,"[{""id"":65,""name"":""Omnimancer"",""level"":220,""specialization"":false}]","[421,447]",,180,,"[81,97]",,1.5,1,1,1,,,1,0.25,Water,,
Fey Spark IV,474,9,Magic,Deals heavy lightning damage with a chance to deal critical damage.,1,,變異星火術 IV,"[{""id"":65,""name"":""Omnimancer"",""level"":220,""specialization"":false}]",[421],,180,,"[119,81]",,1.5,1,1,1,,,1,0.25,Lightning,,
Fey Tremor IV,475,9,Magic,Deals heavy earthen damage with a chance to deal critical damage.,1,,變異地顫術 IV,"[{""id"":65,""name"":""Omnimancer"",""level"":220,""specialization"":false}]","[445,421]",,180,,[81],,1.5,1,1,1,,,1,0.25,Earthen,,
Fey Flame V,476,10,Magic,Deals massive fire damage with a chance to deal critical damage.,1,,變異火焰術 V,"[{""id"":77,""name"":""Heretic"",""level"":225,""specialization"":false}]","[362,430,422,414,428,436,401]",,280,,[97],,2,1,1,1,,,1,0.2,Fire,,
Fey Frost V,477,10,Magic,Deals massive ice damage with a chance to deal critical damage.,1,,變異冰凍術 V,"[{""id"":77,""name"":""Heretic"",""level"":225,""specialization"":false}]","[362,430,422,414,428,436,401]",,280,,[97],,2,1,1,1,,,1,0.2,Water,,
Fey Spark V,478,10,Magic,Deals massive lightning damage with a chance to deal critical damage.,1,,變異星火術 V,"[{""id"":77,""name"":""Heretic"",""level"":225,""specialization"":false}]","[362,430,422,414,428,436,401]",,280,,,,2,1,1,1,,,1,0.2,Lightning,,
Fey Tremor V,479,10,Magic,Deals massive earthen damage with a chance to deal critical damage.,1,,變異地顫術 V,"[{""id"":77,""name"":""Heretic"",""level"":225,""specialization"":false}]","[362,430,414,428,436,401]",,280,,,,2,1,1,1,,,1,0.2,Earthen,,
Multi-flame III,480,10,Magic,Deals greater fire damage thrice.,1,,多重火焰 III,"[{""id"":77,""name"":""Heretic"",""level"":230,""specialization"":false}]","[432,431]",,360,,,,1,1.25,1.75,1,,,3,0,Fire,,
Multi-frost III,481,10,Magic,Deals greater ice damage thrice.,1,,多重寒霜 III,"[{""id"":77,""name"":""Heretic"",""level"":230,""specialization"":false}]",,,360,,,,1,1.25,1.75,1,,,3,0,Water,,
Multi-spark III,482,10,Magic,Deals greater lightning damage thrice.,1,,多重星火術 III,"[{""id"":77,""name"":""Heretic"",""level"":230,""specialization"":false}]",,,360,,,,1,1.25,1.75,1,,,3,0,Lightning,,
Multi-tremor III,483,10,Magic,Deals greater earthen damage thrice.,1,,多重地顫術 III,"[{""id"":77,""name"":""Heretic"",""level"":230,""specialization"":false}]",,,360,,,,1,1.25,1.75,1,,,3,0,Earthen,,
Fey Inferno,484,10,Multi-round Magic,"Unstable magic that can deal massive fire damage with a good chance to deal critical damage, but may damage or burn its caster. Requires 3 turns in battle.",1,,變異煉獄術,"[{""id"":77,""name"":""Heretic"",""level"":240,""specialization"":false}]",,,300,,,,1,9,11,3,,,1,0.15,Fire,,
Fey Glacier,485,10,Multi-round Magic,"Unstable magic that can deal massive ice damage with a good chance to deal critical damage, but may damage or freeze its caster. Requires 3 turns in battle.",1,,變異冰河術,"[{""id"":77,""name"":""Heretic"",""level"":240,""specialization"":false}]",,,300,,,,1,9,11,3,,,1,0.15,Water,,
Fey Fulmination,486,10,Multi-round Magic,"Unstable magic that can deal massive lightning damage with a good chance to deal critical damage, but may damage or paralyze its caster. Requires 3 turns in battle.",1,,變異雷鳴術,"[{""id"":77,""name"":""Heretic"",""level"":240,""specialization"":false}]",,,300,,,,1,9,11,3,,,1,0.15,Lightning,,
Fey Cataclysm,487,10,Multi-round Magic,"Unstable magic that can deal massive earthen damage with a good chance to deal critical damage, but may damage or cause its caster to rot. Requires 3 turns in battle.",1,,變異災變術,"[{""id"":77,""name"":""Heretic"",""level"":240,""specialization"":false}]",,,300,,,,1,9,11,3,,,1,0.15,Earthen,,
Iconoclast,488,10,Passive,You become more powerful as your mana decreases in battle.,1,,思想解放,"[{""id"":77,""name"":""Heretic"",""level"":1,""specialization"":false}]",,,,,,,,,,,,,,,,,
Omnimancy II,489,10,Passive,"You are one with the elements. Occasionally, you will be immune to damage of any element.",1,,元素融合 II,"[{""id"":77,""name"":""Heretic"",""level"":1,""specialization"":false}]",,,,,,,,,,,,,,,,,
The Heretic,490,10,Passive,Spells cost 25% less mana.,1,,異教徒,"[{""id"":77,""name"":""Heretic"",""level"":1,""specialization"":false}]",,,,,,,,,,,,,,,,,
Bastille,491,10,Passive,"You start battle with less Ward, but become more powerful as your Ward is recovered. Ward is automatically activated in battle and recovers each turn.",1,,堡壘術,"[{""id"":78,""name"":""Gilgamesh"",""level"":1,""specialization"":false}]",,,,,,,,,,,,,,,,,
Guardian,492,10,Passive,You have a 10% stat boost when defending territories.,1,,鎮守者,"[{""id"":78,""name"":""Gilgamesh"",""level"":1,""specialization"":false}]",,,,,,,,,,,,,,,,,
Sortie,493,10,Attack,"Atack from the shadows, possibly dealing critical damage and giving Ward for 1 turn.",1,,突擊,"[{""id"":79,""name"":""Realmshifter"",""level"":225,""specialization"":false}]",[434],,40,,,,1.8,1,1,1,1,,1,0.15,,,
Magic Sword IV,494,10,Magic,Attack with a sharp sword made of magic which may lower an opponent's magic defense. Damage is based off one's magic stat rather than attack.,1,,魔力之刃IV,"[{""id"":77,""name"":""Heretic"",""level"":225,""specialization"":false}]","[445,436]",,160,,,"[""Res ↓""]",1.8,1,1,1,,,1,0.05,Physical,,
Realm Strikes,495,10,Attack,Swiftly attack four times with a good chance to either miss or land a critical strike.,,,域界連擊,"[{""id"":79,""name"":""Realmshifter"",""level"":225,""specialization"":false}]","[422,434,405]",,200,,,,1,0.75,1.25,1,,,4,0.2,,,
Osmostrikes II,496,10,Attack,"Swiftly attack thrice, dealing up to triple damage and healing yourself in the process.",,,滲透連擊 II,"[{""id"":79,""name"":""Realmshifter"",""level"":225,""specialization"":false}]",[434],,90,,,,1,0.75,1.25,1,,15,3,0,,,
Magic Hammer IV,497,10,Magic,Attack with a blunt hammer made of magic which may lower an opponent's defense. Damage is based on one's magic stat rather than attack.,1,,魔法錘 IV,"[{""id"":77,""name"":""Heretic"",""level"":225,""specialization"":false}]","[445,486,436]",,160,,,"[""Def ↓""]",1.8,1,1,1,,,1,0.05,Physical,,
Omnistrikes II,498,10,Attack,Swiftly attack thrice with the changce of weakening your opponent's attack or defenses.,,,融合連擊 II,"[{""id"":79,""name"":""Realmshifter"",""level"":225,""specialization"":false}]",[434],,140,,[101],"[""Att ↓"",""Mag ↓"",""Def ↓"",""Res ↓""]",1,0.75,1.25,1,,,3,0,,,
Evasive Strikes,499,10,Attack,"Attack twice and reset position, gaining additional critical chance.",,,迴避突擊,"[{""id"":79,""name"":""Realmshifter"",""level"":230,""specialization"":false}]","[434,395]",,80,"[""T. Crit ↑""]",[82],,1,0.9,1.1,1,,,2,0,,,
Magic Dagger IV,500,10,Magic,Attack with a sharp dagger made of magic which may cause an opponent to bleed. Damage is based on one's magic stat rather than attack.,1,,魔法匕首 IV,"[{""id"":77,""name"":""Heretic"",""level"":230,""specialization"":false}]",[486],,160,,,"[""Bleeding""]",1.8,1,1,1,,,1,0.05,Physical,,
Realmshift,501,10,Buff,Leave and reenter this realm. Your stats may be wildly different upon reentry.,1,,域界易形,"[{""id"":79,""name"":""Realmshifter"",""level"":230,""specialization"":false}]",[438],,80,"[""T. Att ↑"",""T. Def ↑"",""T. Mag ↑"",""T. Res ↑"",""T. Att ↑↑"",""T. Def ↑↑"",""T. Mag ↑↑"",""T. Res ↑↑"",""T. Def ↓"",""T. Att ↓"",""T. Mag ↓"",""T. Res ↓"",""T. Mag ↓↓"",""T. Res ↓↓"",""T. Def ↓↓"",""T. Att ↓↓""]",,,,,,,,,,,,,
Magic Arrow IV,502,10,Magic,Attack with a steady arrow made of magic which may lower an opponent's attack. Damage is based on one's magic stat rather than attack.,1,,魔法弓 IV,"[{""id"":77,""name"":""Heretic"",""level"":230,""specialization"":false}]",,,160,,,"[""Att ↓""]",1.8,1,1,1,,,1,0.05,,,
Bloodshift,503,10,Buff,"Has the potential to temporarily boost many stats, but incur temporary damage over time.",,,鮮血轉移,"[{""id"":79,""name"":""Realmshifter"",""level"":235,""specialization"":false}]",,,140,"[""T. Att ↑"",""T. Def ↑"",""T. Mag ↑"",""T. Res ↑"",""T. Crit ↑""]",,,,,,,,,,,,,
Magic Strikes IV,504,10,Magic,"Swiftly attack thrice, dealing up to triple damage. Damage is based on one's magic stat rather than attack.",1,,魔法連擊 IV,"[{""id"":77,""name"":""Heretic"",""level"":240,""specialization"":false}]","[486,436]",,240,,,,1,1,1.5,1,,,3,0,Physical,,
Resurgence,505,10,Passive,You become more powerful as your HP decreases in battle.,,,臨界復甦,"[{""id"":79,""name"":""Realmshifter"",""level"":225,""specialization"":false}]",[434],,,,,,,,,,,,,,,,
Recharge II,506,10,Passive,Landing a critical hit will restore 10% - 50% of your HP and mana.,,,充能 II,"[{""id"":79,""name"":""Realmshifter"",""level"":225,""specialization"":false}]",,,,,,,,,,,,,,,,,
Apothecarist III,507,10,Passive,You are a master of potion efficacy.  Healing items will recover 100% more HP and mana.,,,藥劑師 III,"[{""id"":72,""name"":""Assassin"",""level"":200,""specialization"":true}]",,,,,,,,,,,,,,,,,
Realm's Light,508,10,Passive,"You can see in the dark with perfect clarity, never needing the use of a torch or lantern.  Additionally, your attacks may take away an opponent's sight.",,,域界之光,"[{""id"":79,""name"":""Realmshifter"",""level"":225,""specialization"":false}]",,,,,,"[""Blind""]",,,,,,,,,,,
Viperseal,509,10,Magic,Deals massive dragon damage and absorbs a small amount of HP from damage dealt.  Grants Ward for one turn.,1,,龍息之印,"[{""id"":81,""name"":""Deity"",""level"":225,""specialization"":false}]",,,120,,,"[""Blight""]",2,1,1,1,1,1,1,0,Dragon,,
Guarding Strikes III,510,10,Attack,"Attack twice from a guarding position, giving Ward for 3 turns.",,,守護連擊 III,"[{""id"":78,""name"":""Gilgamesh"",""level"":225,""specialization"":false}]","[371,435,395]",,180,,,,1,1.4,1.8,1,3,,2,0,,,
Spiked Shield,511,10,Attack,"Attack with a barbed shield, converting 15% of your available Ward to raw damage.",,,荊棘盾擊,"[{""id"":78,""name"":""Gilgamesh"",""level"":225,""specialization"":false}]",,,90,,,,1,1,1,1,,,1,0.05,,,
Viperstrike,512,10,Attack,Deals massive dragon damage and absorbs a small amount of HP from damage dealt.  Grants Ward for one turn.,,,龍息之擊,"[{""id"":81,""name"":""Deity"",""level"":225,""specialization"":false}]",,,120,,,"[""Blight""]",2,1,1,1,1,1,1,0,Dragon,,
Sacreseal,513,10,Magic,Deals massive holy damage and absorbs a small amount of HP from damage dealt.  Grants Ward for one turn.,1,,神聖之印,"[{""id"":81,""name"":""Deity"",""level"":225,""specialization"":false}]",[374],,120,,,"[""Blind""]",2,1,1,1,1,1,1,0,Holy,,
Sacrestrike,514,10,Attack,Deals massive holy damage and absorbs a small amount of HP from damage dealt.  Grants Ward for one turn.,,,神聖之擊,"[{""id"":81,""name"":""Deity"",""level"":225,""specialization"":false}]",[374],,120,,,"[""Blind""]",2,1,1,1,1,1,1,0,Holy,,
Gloomseal,515,10,Magic,Deals massive dark damage and absorbs a small amount of HP from damage dealt.  Grants Ward for one turn.,1,,黯無之印,"[{""id"":81,""name"":""Deity"",""level"":225,""specialization"":false}]",,,120,,,"[""Asleep""]",2,1,1,1,1,1,1,0,Dark,,
Gloomstrike,516,10,Attack,Deals massive dark damage and absorbs a small amount of HP from damage dealt.  Grants Ward for one turn.,,,黯無之擊,"[{""id"":81,""name"":""Deity"",""level"":225,""specialization"":false}]",,,120,,,"[""Asleep""]",2,1,1,1,1,1,1,0,Dark,,
Diffuse Ward,517,10,Ward,Convert 30% of your available Ward to HP and mana. Requires 2 turns in battle.,,,佈防,"[{""id"":78,""name"":""Gilgamesh"",""level"":225,""specialization"":false}]",,,90,,,,,,,,,,,,,,
Lostseal,518,10,Magic,Deals massive arcane damage and absorbs a small amount of HP from damage dealt.  Grants Ward for one turn.,1,,遺落之印,"[{""id"":81,""name"":""Deity"",""level"":225,""specialization"":false}]",,,120,,,"[""Burning"",""Frozen"",""Paralyzed"",""Rot""]",2,1,1,1,1,1,1,0,Arcane,,
Loststrike,519,10,Attack,Deals arcane damage and absorbs a small amount of HP from damage dealt.  Grants Ward for one turn.,,,遺落之擊,"[{""id"":81,""name"":""Deity"",""level"":225,""specialization"":false}]",,,120,,,"[""Burning"",""Frozen"",""Paralyzed"",""Rot""]",2,1,1,1,1,1,1,0,Arcane,,
Ward of Balor II,520,10,Buff,Grants Ward for 6 turns and may give elemental resistances.,1,,巴羅爾護盾 II,"[{""id"":78,""name"":""Gilgamesh"",""level"":230,""specialization"":false}]",[435],,140,"[""Fire Def"",""Water Def"",""Earth Def"",""Lightning Def"",""Holy Def"",""Dark Def""]",,,,,,,,,,,,,
