name,id,description,type,tier,boss,arena,image,equipped_by,name_zh,stats.attack.base,materials,dropped_by,cures,quests,gives,stats.magic.base,causes,stats.defense.base,stats.ward.base,element,view_distance,stats.dexterity.base,stats.mana.base,stats.crit.base,stats.resistance.base,stats.hp.base,prevents
Jinn Staff,74,Magical staff of a Jinn. This weapon may cause unexpected status effects.,Weapon,3,false,false,weapons/draco_sceptre.png,"[{""id"":2,""name"":""Mage""}]",神燈精靈法杖,---,"[{""id"":273,""name"":""Runestone""}]","[{""id"":127,""name"":""Jinn""}]",---,---,---,60,"[""Paralyzed"",""Blind"",""Asleep"",""Stunned""]",---,---,---,---,---,---,---,---,---,---
Lizarr Blade,75,Crude blade of the Lizarr.,Weapon,3,false,false,weapons/lizarr_blade.png,"[{""id"":1,""name"":""Warrior""}]",蜥蜴人之刃,55,"[{""id"":276,""name"":""Steel""}]","[{""id"":36,""name"":""Lizarr Warrior""},{""id"":55,""name"":""Lizarr Knight""},{""id"":72,""name"":""Lizarr Lord""},{""id"":73,""name"":""Lizarr Noble""},{""id"":363,""name"":""Lizarr Marauder""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Morning Star,76,A deadly spiked ball on a chain.,Weapon,3,false,false,weapons/morning_star.png,"[{""id"":1,""name"":""Warrior""}]",晨星,55,"[{""id"":263,""name"":""Iron""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Mythril Bow,77,A sturdy bow forged with mythril.,Weapon,3,false,false,weapons/mythril_bow.png,"[{""id"":3,""name"":""Thief""}]",秘銀弓,60,"[{""id"":266,""name"":""Mythril""}]",---,---,---,---,---,---,---,---,Physical,---,---,---,---,---,---,---
Mythril Dagger,78,A fine dagger forged of mythril.,Weapon,3,false,false,weapons/silver_dagger.png,"[{""id"":3,""name"":""Thief""}]",秘銀匕首,48,"[{""id"":266,""name"":""Mythril""}]",---,---,---,---,---,"[""Bleeding""]",---,---,---,---,---,---,---,---,---,---
Mythril Hammer,79,A large hammer made of mythril.,Weapon,3,false,false,weapons/hammer.png,"[{""id"":1,""name"":""Warrior""}]",秘銀錘,60,"[{""id"":266,""name"":""Mythril""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Mythril Sword,80,A fine sword forged of mythril.,Weapon,3,false,false,weapons/long_sword.png,"[{""id"":1,""name"":""Warrior""}]",秘銀劍,45,"[{""id"":266,""name"":""Mythril""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Scythe,81,A large tool quite suitable for cutting grass.,Weapon,3,false,false,weapons/scythe.png,"[{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",鐮刀,55,"[{""id"":276,""name"":""Steel""}]",---,---,---,---,---,"[""Bleeding""]",---,---,---,---,---,---,---,---,---,---
Silver Dagger,82,A silver dagger. Quite suitable when fighting the undead.,Weapon,3,false,false,weapons/silver_dagger.png,"[{""id"":3,""name"":""Thief""}]",銀質匕首,60,"[{""id"":275,""name"":""Silver""}]",---,---,---,---,---,"[""Bleeding""]",---,---,Holy,---,---,---,---,---,---,---
Silver Crossbow,83,A silver crossbow especially effective against the undead.,Weapon,3,false,false,weapons/silver_crossbow.png,"[{""id"":3,""name"":""Thief""}]",銀質十字弓,55,"[{""id"":275,""name"":""Silver""}]",---,---,---,---,---,---,---,---,Holy,---,---,---,---,---,---,---
Staff of Wolves,84,Staff of a wolfman mage. Imbued with earthen powers.,Weapon,3,false,false,weapons/wolf_staff.png,"[{""id"":2,""name"":""Mage""}]",狼之杖,---,---,"[{""id"":78,""name"":""Lord of Wolves""}]",---,---,---,68,"[""Rot""]",---,---,Earthen,---,---,---,---,---,---,---
Batwing Bow,85,Bow forged of a great bat's remains. It may break an opponent's defenses.,Weapon,4,true,false,weapons/batwing_bow.png,"[{""id"":3,""name"":""Thief""}]",蝙蝠翼弓,77,---,"[{""id"":81,""name"":""Camazotz""}]",---,---,---,12,"[""Def ↓""]",---,---,---,---,8,---,---,---,---,---
Bonecrusher,86,"A terribly frightening axe, seemingly forged with the hardened bones of an undead. It has a great chance of stunning an opponent.",Weapon,4,true,false,weapons/bonecrusher.png,"[{""id"":1,""name"":""Warrior""}]",碎骨者,102,"[{""id"":278,""name"":""Undead Bone""}]","[{""id"":84,""name"":""Undead Golem""}]",---,---,---,---,"[""Stunned""]",---,---,---,---,---,---,---,---,---,---
Dark Staff,87,A staff that harnesses the dark power of the underworld.,Weapon,4,false,true,weapons/dark_staff.png,"[{""id"":2,""name"":""Mage""}]",黑暗法杖,5,"[{""id"":252,""name"":""Darkstone""},{""id"":345,""name"":""Soul""}]","[{""id"":91,""name"":""Darkest Demon""}]",---,---,---,90,---,---,---,Dark,---,---,---,---,---,---,---
Earthen Sceptre,88,A staff that harnesses the earthen power below the wielder.,Weapon,4,false,true,weapons/earth_staff.png,"[{""id"":2,""name"":""Mage""}]",大地權杖,8,"[{""id"":256,""name"":""Earthstone""},{""id"":345,""name"":""Soul""}]",---,---,---,---,70,"[""Rot""]",---,---,Earthen,---,---,---,---,---,---,---
Elven Sword,89,A highly decorative weapon wielded by Elven warriors.,Weapon,4,false,false,weapons/elven_sword.png,"[{""id"":1,""name"":""Warrior""}]",精靈劍,87,"[{""id"":257,""name"":""Elstone""}]","[{""id"":63,""name"":""Dark Elf""}]",---,---,---,---,"[""Bleeding""]",---,---,---,---,10,---,---,---,---,---
Fomorian Bow,90,A bow used by Fomorian hunters.,Weapon,4,false,false,weapons/draco_bow.png,"[{""id"":3,""name"":""Thief""}]",弗摩爾族之弓,72,"[{""id"":266,""name"":""Mythril""},{""id"":283,""name"":""Wood""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Fomorian Staff,91,A staff of a Fomorian mage.,Weapon,4,false,false,weapons/draco_archistaff.png,"[{""id"":2,""name"":""Mage""}]",弗摩爾族法杖,10,"[{""id"":266,""name"":""Mythril""},{""id"":283,""name"":""Wood""}]","[{""id"":66,""name"":""Fomorian Mage""}]",---,---,---,80,---,---,---,---,---,---,---,---,---,---,---
Fomorian Dagger,92,A crude blade used by Fomorian rogues.,Weapon,4,false,false,weapons/dagger.png,"[{""id"":3,""name"":""Thief""}]",弗摩爾族匕首,78,"[{""id"":266,""name"":""Mythril""},{""id"":283,""name"":""Wood""}]","[{""id"":67,""name"":""Fomorian Rogue""}]",---,---,---,---,"[""Bleeding""]",---,---,---,---,---,---,---,---,---,---
Fomorian Sword,93,A sword of a Fomorian warrior.,Weapon,4,false,false,weapons/draco_sword.png,"[{""id"":1,""name"":""Warrior""}]",弗摩爾族長劍,81,"[{""id"":266,""name"":""Mythril""},{""id"":283,""name"":""Wood""}]","[{""id"":68,""name"":""Fomorian Warrior""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Lich's Staff,94,A seemingly ageless magical staff.,Weapon,4,false,false,weapons/lich_staff.png,"[{""id"":2,""name"":""Mage""}]",巫妖法杖,10,"[{""id"":252,""name"":""Darkstone""}]","[{""id"":71,""name"":""Lich""}]",---,---,---,85,---,---,---,Dark,---,---,50,---,---,---,---
Orcish Axe,95,Blunt axe of an Orcish warrior.,Weapon,4,false,false,weapons/axe.png,"[{""id"":1,""name"":""Warrior""}]",半獸人的斧,76,"[{""id"":276,""name"":""Steel""}]","[{""id"":74,""name"":""Orc""},{""id"":75,""name"":""Orc Brute""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Orcish Blade,96,Blunt blade of an Orcish warrior.,Weapon,4,false,false,weapons/falchion.png,"[{""id"":3,""name"":""Thief""}]",半獸人刀鋒,82,"[{""id"":276,""name"":""Steel""}]","[{""id"":100,""name"":""Orc Marauder""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Rune Sword,97,A blade of the spellsword.,Weapon,4,false,true,weapons/blue_flame.png,"[{""id"":1,""name"":""Warrior""}]",符文劍,70,"[{""id"":273,""name"":""Runestone""}]",---,---,---,---,70,---,---,---,---,---,---,---,---,---,---,---
Silver Kris,98,Two sharp daggers made of the finest silver. Useful for hunting the undead.,Weapon,4,false,true,weapons/kris.png,"[{""id"":3,""name"":""Thief""}]",銀質馬來短劍,95,"[{""id"":346,""name"":""Greater Soul""},{""id"":275,""name"":""Silver""}]",---,---,---,---,---,---,-24,5,Holy,---,---,---,---,---,---,---
Storm Sceptre,99,A staff that harnesses the power lurking above the wielder.,Weapon,4,false,true,weapons/storm_staff.png,"[{""id"":2,""name"":""Mage""}]",風暴權杖,8,"[{""id"":265,""name"":""Lightningstone""},{""id"":345,""name"":""Soul""}]",---,---,---,---,70,"[""Paralyzed""]",---,---,Lightning,---,---,---,---,---,---,---
Adamantine Staff,100,"A staff crafted with adamantine. Surely, it will never break.",Weapon,5,false,false,weapons/adam_staff.png,"[{""id"":2,""name"":""Mage""}]",精金法杖,30,"[{""id"":247,""name"":""Adamantine""}]","[{""id"":87,""name"":""Adamantine Knight""}]",---,---,---,105,---,---,---,---,---,---,---,---,---,---,---
Black Witch Staff,101,"Old, decrepit, dark staff of a powerful witch. Slightly boosts experience earned.",Weapon,6,true,false,weapons/black_witch_staff.png,"[{""id"":2,""name"":""Mage""}]",黑女巫法杖,15,"[{""id"":281,""name"":""Witchstone""}]","[{""id"":116,""name"":""Carman""}]",---,---,---,140,---,---,---,Dark,---,---,---,---,---,---,---
Blood Sword,102,A fiery red blade used by the Fomorians.,Weapon,5,false,false,weapons/bloodsword.png,"[{""id"":1,""name"":""Warrior""}]",血劍,102,"[{""id"":252,""name"":""Darkstone""}]",---,---,---,---,---,---,---,---,Dark,---,---,---,---,---,---,---
Bolt,103,A spear of a Stormforce warrior. Very few can wield this weapon without feeling a great shock.,Weapon,5,false,false,weapons/bolt.png,"[{""id"":1,""name"":""Warrior""}]",魔法箭,122,"[{""id"":265,""name"":""Lightningstone""},{""id"":266,""name"":""Mythril""}]","[{""id"":104,""name"":""Storm Knight""}]",---,---,---,20,"[""Paralyzed""]",---,---,Lightning,---,---,---,---,---,---,---
Dragon Dagger,104,A fine blade crafted of a Dragon's talon,Weapon,5,false,false,weapons/dragon_dagger.png,"[{""id"":3,""name"":""Thief""}]",龍匕首,120,"[{""id"":255,""name"":""Dragonite""}]","[{""id"":128,""name"":""Small Dragon""},{""id"":251,""name"":""Dark Dragon""}]",---,---,---,---,"[""Burning"",""Bleeding""]",---,---,---,---,---,---,---,---,---,---
Dragon Sword,105,A fine blade crafted of a Dragon's talon.,Weapon,5,false,false,weapons/dragon_sword.png,"[{""id"":1,""name"":""Warrior""}]",龍劍,110,"[{""id"":255,""name"":""Dragonite""}]","[{""id"":128,""name"":""Small Dragon""},{""id"":251,""name"":""Dark Dragon""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Earthen Pike,106,A pike of an Earth Legionnaire.,Weapon,5,false,false,weapons/earth_pike.png,"[{""id"":1,""name"":""Warrior""}]",大地長矛,130,"[{""id"":256,""name"":""Earthstone""},{""id"":266,""name"":""Mythril""}]","[{""id"":99,""name"":""Legionnaire""}]",---,---,---,---,"[""Def ↓"",""Rot""]",---,---,Earthen,---,---,---,---,---,---,---
Elven Katana,107,A highly decorative weapon wielded by Elven warriors.,Weapon,5,false,false,weapons/katana.png,"[{""id"":3,""name"":""Thief""}]",精靈武士刀,110,"[{""id"":257,""name"":""Elstone""}]","[{""id"":89,""name"":""Dark Elf Rogue""}]",---,---,---,---,---,---,---,---,---,10,---,1,---,---,---
Elven Staff,108,A highly decorative staff wielded by Elven mages.,Weapon,5,false,false,weapons/elven_staff.png,"[{""id"":2,""name"":""Mage""}]",精靈法杖,20,"[{""id"":257,""name"":""Elstone""}]","[{""id"":88,""name"":""Dark Elf Mage""}]",---,---,---,105,---,---,---,---,---,---,---,---,---,---,---
Fog Blade,109,"A foggy, mysterious blade. It may blind an opponent.",Weapon,5,true,false,weapons/fog_blade.png,"[{""id"":1,""name"":""Warrior""}]",霧刃,90,"[{""id"":260,""name"":""Fogstone""}]","[{""id"":110,""name"":""Sluagh""}]",---,---,---,20,"[""Blind""]",---,---,Dark,---,---,---,---,---,---,---
Gazing Staff,110,A powerful staff adorned with a crystal eye. Increases your ability to see.,Weapon,5,true,false,weapons/gazing_eye.png,"[{""id"":2,""name"":""Mage""}]",凝視法杖,---,"[{""id"":258,""name"":""Eyestone""}]","[{""id"":108,""name"":""Great Gazer""}]",---,---,---,120,---,---,---,---,true,---,---,---,---,---,---
Glacial Staff,111,A staff of the Frozenguard that is eternally frozen.,Weapon,5,false,false,weapons/glacial_staff.png,"[{""id"":2,""name"":""Mage""}]",冰河法杖,20,"[{""id"":266,""name"":""Mythril""},{""id"":280,""name"":""Waterstone""}]","[{""id"":94,""name"":""Frost Mage""}]",---,---,---,122,"[""Frozen""]",---,---,Water,---,---,---,---,---,---,---
Great Jinn Staff,112,Magic staff of a great Jinn. This weapon may cause unexpected status effects.,Weapon,5,true,false,weapons/draco_sceptre.png,"[{""id"":2,""name"":""Mage""}]",大神燈精靈法杖,25,"[{""id"":268,""name"":""Perfect Runestone""}]","[{""id"":109,""name"":""Great Jinn""}]",---,---,---,115,"[""Paralyzed"",""Blind"",""Asleep"",""Stunned""]",---,---,---,---,---,---,---,---,---,---
Reaper's Scythe,113,"The followers of Ankou are fearsome,and this great scythe is their chosen weapon. It has a high chance of causing an opponent to bleed.",Weapon,5,false,false,weapons/scythe.png,"[{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",死神的鐮刀,115,"[{""id"":266,""name"":""Mythril""}]","[{""id"":101,""name"":""Reaper""}]",---,---,---,---,"[""Bleeding""]",---,---,---,---,---,---,---,---,---,---
Royalty,114,A sword and shield pairing fit for royal guards.,Weapon,5,false,true,weapons/royalty.png,"[{""id"":1,""name"":""Warrior""}]",王權,105,"[{""id"":346,""name"":""Greater Soul""},{""id"":266,""name"":""Mythril""}]",---,---,---,---,---,---,25,15,---,---,---,---,---,---,---,---
Scorcher,115,This sword of the Inferno Knights is eternally ablaze.,Weapon,5,false,false,weapons/scorcher.png,"[{""id"":3,""name"":""Thief""}]",灼燒者,90,"[{""id"":259,""name"":""Firestone""},{""id"":266,""name"":""Mythril""}]","[{""id"":102,""name"":""Scorcher""}]",---,---,---,80,"[""Burning""]",---,---,Fire,---,---,---,---,---,---,---
Vajra,116,A powerful weapon of rain and thunder. Contains the power of lightning and may paralyze an opponent.,Weapon,5,false,false,weapons/vajra.png,"[{""id"":1,""name"":""Warrior""}]",金剛杵,125,"[{""id"":247,""name"":""Adamantine""},{""id"":265,""name"":""Lightningstone""}]",---,---,---,---,---,"[""Paralyzed""]",---,---,Lightning,---,---,---,---,---,---,---
Vampiric Blade,117,An evil blade wielded by experienced vampires. Attacks with this weapon can slightly restore HP.,Weapon,5,true,false,weapons/vampire_sword.png,"[{""id"":3,""name"":""Thief""}]",吸血鬼之刃,112,---,"[{""id"":111,""name"":""Vampire Lord""}]",---,---,---,24,"[""Bleeding"",""Asleep""]",---,---,Holy,---,---,---,---,---,---,---
Balor Dagger,118,Dagger often carried as a sidearm by demon soldiers. Has the chance of both burning and causing an opponent to bleed.,Weapon,6,true,false,weapons/hell_dagger.png,"[{""id"":3,""name"":""Thief""}]",巴羅爾匕首,140,"[{""id"":253,""name"":""Demonic Ore""}]","[{""id"":117,""name"":""Cerberus""}]",---,---,---,20,"[""Burning"",""Bleeding""]",---,---,Fire,---,10,---,---,---,---,---
Bow of Diana,119,Silver bow of a legendary huntress. It grants its wielder extra dexterity.,Weapon,6,false,true,weapons/diana_bow.png,"[{""id"":3,""name"":""Thief""}]",戴安娜之弓,145,"[{""id"":346,""name"":""Greater Soul""},{""id"":262,""name"":""Hide""},{""id"":275,""name"":""Silver""}]",---,---,---,"[""Dex ↑""]",---,---,---,---,---,---,52,---,---,---,---,---
Caladbolg,120,"A blade with the power to cleave the tops from the hills. It may paralyze an opponent, while protecting its wielder from paralyzation.",Weapon,6,false,true,weapons/caladbolg.png,"[{""id"":3,""name"":""Thief""}]",螺旋劍,120,"[{""id"":346,""name"":""Greater Soul""},{""id"":266,""name"":""Mythril""},{""id"":275,""name"":""Silver""}]",---,---,---,---,70,"[""Paralyzed""]",---,---,---,---,---,---,---,---,---,---
Carnwennan,121,A mythical dagger said to have the magical power to shroud its user in shadow. It may lull an opponent to sleep.,Weapon,6,false,true,weapons/carnwennan.png,"[{""id"":3,""name"":""Thief""}]",白柄匕首,148,"[{""id"":247,""name"":""Adamantine""},{""id"":252,""name"":""Darkstone""},{""id"":346,""name"":""Greater Soul""}]",---,---,---,---,---,"[""Asleep""]",---,---,Dark,---,---,---,---,---,---,---
Dyrnwyn,122,A legendary blade that blazes with fire when drawn.,Weapon,6,false,true,weapons/dyrnwyn.png,"[{""id"":1,""name"":""Warrior""}]",白柄,130,"[{""id"":259,""name"":""Firestone""},{""id"":269,""name"":""Platinum""}]",---,---,---,---,50,"[""Burning""]",---,---,Fire,---,---,---,---,---,---,---
Durandal,123,"A sword brought by an angel of God. Some say it is the sharpest sword in existence, easily causing an opponent to bleed.",Weapon,6,true,true,weapons/durandal.png,"[{""id"":3,""name"":""Thief""}]",迪朗達爾,140,"[{""id"":346,""name"":""Greater Soul""},{""id"":269,""name"":""Platinum""}]",---,---,---,---,---,"[""Bleeding""]",---,---,---,---,---,---,---,---,---,---
Fallen Mystic's Staff,124,Staff of a fallen mystic.,Weapon,6,false,false,weapons/draco_archistaff.png,"[{""id"":2,""name"":""Mage""}]",墮落祕法師的杖,---,"[{""id"":266,""name"":""Mythril""},{""id"":273,""name"":""Runestone""}]","[{""id"":121,""name"":""High Draconian Mystic""}]",---,---,---,115,---,---,---,---,---,24,---,---,---,---,---
Masamune,125,A beautiful blade that resemble stars in the night sky.,Weapon,6,true,false,weapons/masamune.png,"[{""id"":3,""name"":""Thief""}]",正宗,110,---,"[{""id"":118,""name"":""Ronin""}]",---,---,---,110,---,---,---,---,---,---,---,---,---,---,---
Might,126,An axe an shield pairing suitable of taking down great beasts.,Weapon,6,false,false,weapons/might.png,"[{""id"":1,""name"":""Warrior""}]",強力,118,"[{""id"":262,""name"":""Hide""},{""id"":276,""name"":""Steel""}]","[{""id"":114,""name"":""Orthrus""}]",---,---,---,---,---,30,17,---,---,---,---,---,-10,---,---
Wyvern Blades,127,Crude blades made from the talons of a wyvern. These blades can cause your opponent to bleed.,Weapon,6,false,false,weapons/wyvern_blades.png,"[{""id"":3,""name"":""Thief""}]",飛龍長劍,148,"[{""id"":254,""name"":""Draconite""}]","[{""id"":115,""name"":""Sea Wyvern""}]",---,---,---,---,"[""Bleeding"",""Blight""]",-40,10,Dragon,---,10,---,---,---,---,---
Arisen Draconian Archistaff,128,An archistaff granted to Draconian lords. Illuminates your path while carried.,Weapon,7,true,false,weapons/draco_archistaff.png,"[{""id"":2,""name"":""Mage""}]",重生德肯尼亞族權杖,---,"[{""id"":271,""name"":""Pure Draconite""}]","[{""id"":131,""name"":""Arisen Draconian Lord""}]",---,---,---,160,---,---,---,---,true,---,---,---,---,---,---
Arisen Minotaur Axe,129,"A large, crushing axe used by a minotaur.",Weapon,7,true,false,weapons/battle_axe.png,"[{""id"":1,""name"":""Warrior""}]",重生的牛頭怪斧,155,"[{""id"":261,""name"":""Hardened Steel""}]","[{""id"":132,""name"":""Arisen Minotaur""}]",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Axe of Tiamat,130,"A powerful axe forged by the remains of Tiamat, the great ancient dragon.",Weapon,7,true,false,weapons/axe_of_tiamat.png,"[{""id"":1,""name"":""Warrior""}]",提亞馬特的斧,170,"[{""id"":272,""name"":""Red Draconite""}]","[{""id"":120,""name"":""Tiamat""}]",---,---,---,---,"[""Blight""]",---,---,Dragon,---,---,---,---,---,---,---
Bow of Tiamat,131,"A superb bow forged of the remains of Tiamat, the great ancient dragon.",Weapon,7,true,false,weapons/bow_of_tiamat.png,"[{""id"":3,""name"":""Thief""}]",提亞馬特之弓,170,"[{""id"":272,""name"":""Red Draconite""}]","[{""id"":120,""name"":""Tiamat""}]",---,---,---,55,"[""Blight""]",---,---,Dragon,---,10,---,---,---,---,---
